Word,PoS,KM_Count,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit,N
infertility,Noun,0.068,0.544282468,95.58295594,0.535124284,17,12,44,10.7739726,0.137201122,45700,0.177595185,0.140728933,10.7739726,73
airway,Noun,0.082,0.547901388,27.27973056,0.547217464,14,8,51,12.82876712,0.164755233,52600,0.192194999,0.189434324,12.82876712,73
jig,Noun,0.219,0.552256771,-7.859438717,0.557098659,26,10,37,33.37671233,0.445585102,-39900,0.209793185,0.229395312,33.37671233,73
bloke,Noun,0.151,0.556034773,147.5667164,0.550778243,18,7,48,23.10273973,0.303682414,26000,0.225084591,0.203815608,23.10273973,73
asshole,Noun,0.192,0.557088414,67.33316793,0.551564182,26,12,35,29.26712329,0.388370675,700,0.229353788,0.20699264,29.26712329,73
toxin,Noun,0.233,0.558750227,8.490716819,0.557053312,29,12,32,35.43150685,0.47445798,-65300,0.23609146,0.229211529,35.43150685,73
carriage,Noun,0.151,0.562164863,76.6445788,0.567463024,18,7,48,23.10273973,0.303682414,19700,0.249952719,0.271507774,23.10273973,73
merchant,Noun,0.26,0.563241234,4.857248053,0.563627981,28,9,36,39.54109589,0.53280453,-48400,0.254326996,0.255899292,39.54109589,73
plumbing,Noun,0.164,0.567303707,180.6144453,0.568485221,19,7,47,25.15753425,0.331777392,14000,0.270858717,0.275673557,25.15753425,73
sponge,Noun,0.164,0.572600347,140.6600762,0.57499446,21,9,43,25.15753425,0.331777392,63900,0.292468468,0.302258201,25.15753425,73
alabaster,Noun,0.26,0.574062955,68.910881,0.569327558,32,13,28,39.54109589,0.53280453,-26100,0.298447515,0.279108136,39.54109589,73
roommate,Noun,0.192,0.57485978,182.912125,0.570833891,21,7,45,29.26712329,0.388370675,39700,0.301707108,0.285254213,29.26712329,73
electrocution,Noun,0.151,0.574909455,208.7061323,0.575160412,20,9,44,23.10273973,0.303682414,71700,0.301910366,0.302937321,23.10273973,73
trademark,Noun,0.26,0.57492279,140.2853993,0.573271515,27,8,38,39.54109589,0.53280453,-19000,0.30196493,0.295211507,39.54109589,73
fertilizer,Noun,0.26,0.586943688,48.45589475,0.578547278,28,9,36,39.54109589,0.53280453,15700,0.35134495,0.316812663,39.54109589,73
taxpayer,Noun,0.233,0.58903192,148.0809779,0.588461947,28,11,34,35.43150685,0.47445798,56200,0.359964829,0.357610776,35.43150685,73
patio,Noun,0.219,0.58913708,154.3113245,0.589375719,20,4,49,33.37671233,0.445585102,86600,0.360399259,0.361385237,33.37671233,73
snowflake,Noun,0.205,0.590077641,200.9640749,0.584268294,28,13,32,31.32191781,0.416893804,76900,0.364286348,0.34032017,31.32191781,73
eulogy,Noun,0.342,0.592895437,89.01328591,0.591491629,32,7,34,51.86986301,0.713766468,-32000,0.375947991,0.370135126,51.86986301,73
bead,Noun,0.301,0.593792822,183.8539909,0.595118406,32,10,31,45.70547945,0.622051259,25300,0.379667156,0.385165723,45.70547945,73
laundry,Noun,0.356,0.603898142,138.8946278,0.608308839,28,2,43,53.92465753,0.744972248,2000,0.421734149,0.440209036,53.92465753,73
aircraft,Noun,0.356,0.607284259,177.8082722,0.607383151,34,8,31,53.92465753,0.744972248,17200,0.435910939,0.436325617,53.92465753,73
acupuncture,Noun,0.342,0.611223068,206.1778513,0.606062555,35,10,28,51.86986301,0.713766468,34100,0.452456239,0.430791078,51.86986301,73
paperback,Noun,0.411,0.621945538,220.83586,0.618560263,35,5,33,62.14383562,0.873528873,-26300,0.497814263,0.483441747,62.14383562,73
seawater,Noun,0.384,0.625189351,234.3919119,0.629827585,36,8,29,58.03424658,0.808458027,69400,0.511633604,0.531477222,58.03424658,73
abdomen,Noun,0.384,0.628061986,199.2808391,0.631479177,35,7,31,58.03424658,0.808458027,90300,0.523911655,0.538567748,58.03424658,73
rainstorm,Noun,0.342,0.62988787,110.5274351,0.630299662,27,2,44,51.86986301,0.713766468,65000,0.531735804,0.533502582,51.86986301,73
alcoholism,Noun,0.425,0.632356986,179.7199325,0.633138247,35,4,34,64.19863014,0.906721281,37800,0.54234169,0.545703715,64.19863014,73
seamstress,Noun,0.425,0.633861669,199.0320274,0.622900083,38,7,28,64.19863014,0.906721281,81400,0.548819526,0.50187594,64.19863014,73
radiator,Noun,0.384,0.635704662,241.5438274,0.635429198,32,4,37,58.03424658,0.808458027,93500,0.556769179,0.555579896,58.03424658,73
missile,Noun,0.411,0.6397218,225.0836172,0.642414903,33,3,37,62.14383562,0.873528873,38800,0.574156884,0.585860993,62.14383562,73
priest,Noun,0.384,0.640157314,275.866812,0.639225896,33,5,35,58.03424658,0.808458027,85000,0.576046996,0.572005895,58.03424658,73
jeweler,Noun,0.425,0.654350509,295.8899928,0.657642538,34,3,36,64.19863014,0.906721281,53300,0.638217924,0.652806128,64.19863014,73
leg,Noun,0.521,0.654501594,193.2681368,0.642912067,45,7,21,78.58219178,1.15418214,4200,0.638885993,0.588025898,78.58219178,73
balcony,Noun,0.411,0.659102784,403.5873685,0.663816657,32,2,39,62.14383562,0.873528873,109800,0.659298477,0.680349318,62.14383562,73
caveman,Noun,0.452,0.662244412,328.0124254,0.670665935,36,3,34,68.30821918,0.97455964,69700,0.673312167,0.711198522,68.30821918,73
hydrogen,Noun,0.452,0.666407924,332.6548542,0.664161058,36,3,34,68.30821918,0.97455964,60500,0.691983065,0.68189297,68.30821918,73
lumberjack,Noun,0.397,0.666630325,296.0827195,0.665151967,31,2,40,60.0890411,0.840783179,113500,0.692983648,0.686338742,60.0890411,73
methane,Noun,0.493,0.668411513,361.6822905,0.67333255,44,8,21,74.47260274,1.08042997,88500,0.701009317,0.723296656,74.47260274,73
veterinarian,Noun,0.452,0.668558229,233.2933198,0.663652055,36,3,34,68.30821918,0.97455964,66500,0.701671354,0.679611822,68.30821918,73
candlelight,Noun,0.452,0.671304289,342.6493326,0.672739069,34,1,38,68.30821918,0.97455964,116400,0.714090089,0.720599735,68.30821918,73
musketeer,Noun,0.534,0.681757786,320.9871385,0.670178619,40,1,32,80.6369863,1.192138347,100100,0.76186167,0.708993034,80.6369863,73
marmalade,Noun,0.548,0.693949681,395.9167734,0.691642415,43,3,27,82.69178082,1.230880257,84400,0.818649924,0.807808982,82.69178082,73
sheepdog,Noun,0.616,0.699094404,353.0913854,0.695060672,48,3,22,92.96575342,1.438480114,71300,0.842989206,0.823886308,92.96575342,73
tarantula,Noun,0.603,0.699275256,338.3100178,0.693574125,51,7,15,90.9109589,1.394878105,70300,0.843849077,0.816882235,90.9109589,73
banjo,Noun,0.589,0.705687383,381.3325142,0.703841515,45,2,26,88.85616438,1.352392809,95100,0.874529811,0.865658477,88.85616438,73
cactus,Noun,0.671,0.709925473,379.9104657,0.708353888,54,5,14,101.1849315,1.625967214,56400,0.895022119,0.887402686,101.1849315,73
melon,Noun,0.616,0.713960581,354.9812116,0.708839038,47,2,24,92.96575342,1.438480114,96100,0.914698121,0.889752224,92.96575342,73
forearm,Noun,0.74,0.726568798,320.1107103,0.73002224,57,3,13,111.4589041,1.899748107,27600,0.977283135,0.994735414,111.4589041,73
stove,Noun,0.671,0.730223297,410.3877418,0.72799672,49,0,24,101.1849315,1.625967214,88300,0.995755785,0.984482416,101.1849315,73
penicillin,Noun,0.603,0.736343446,419.1282236,0.733876485,45,1,27,90.9109589,1.394878105,164400,1.027049322,1.014380194,90.9109589,73
pistachio,Noun,0.726,0.737635265,356.5724834,0.73537731,54,1,18,109.4041096,1.840549633,63800,1.033713825,1.022078712,109.4041096,73
woodpecker,Noun,0.767,0.759468918,452.6653261,0.760734063,58,2,13,115.5684932,2.02659906,84600,1.149770079,1.156708196,115.5684932,73
hippopotamus,Noun,0.795,0.772601354,481.2291398,0.770480258,60,2,11,119.6780822,2.167147122,80700,1.223058575,1.211024983,119.6780822,73
cranberry,Noun,0.767,0.780837775,534.5391658,0.776350535,57,1,15,115.5684932,2.02659906,148300,1.270555207,1.244524203,115.5684932,73
dentist,Noun,0.781,0.78968329,500.3598718,0.787381135,57,0,16,117.6232877,2.094945728,155200,1.323017428,1.309211225,117.6232877,73
cigarette,Noun,0.767,0.793117755,587.3371442,0.794343681,56,0,17,115.5684932,2.02659906,160700,1.34382194,1.351309792,115.5684932,73
crocodile,Noun,0.808,0.797341379,489.9491597,0.798911262,59,0,14,121.7328767,2.243744593,141200,1.369760026,1.379503584,121.7328767,73
turtle,Noun,0.89,0.831682809,529.6322918,0.834178357,65,0,8,134.0616438,2.847812143,142900,1.59760089,1.615534466,134.0616438,73
vibes,Noun,-0.722,0.253620598,-383.6423404,0.255074226,0,52,20,-107.8333333,-1.824549292,-102500,-1.079394612,-1.071729996,-107.8333333,72
option,Noun,-0.681,0.27887699,-361.9120519,0.283470945,2,51,19,-101.5833333,-1.66029633,-43800,-0.950038942,-0.927309165,-101.5833333,72
condition,Noun,-0.611,0.28582437,-426.009753,0.289600898,0,44,28,-91.16666667,-1.421385681,-98200,-0.915751379,-0.897323165,-91.16666667,72
moderation,Noun,-0.597,0.289126112,-402.6023441,0.299026357,1,44,27,-89.08333333,-1.377636298,-93400,-0.899632077,-0.851938568,-89.08333333,72
concept,Noun,-0.653,0.294171245,-383.5949439,0.297868748,3,50,19,-97.41666667,-1.560247668,-9300,-0.875210588,-0.857467408,-97.41666667,72
system,Noun,-0.569,0.311791773,-375.0619193,0.312432717,7,48,17,-84.91666667,-1.293400614,-93500,-0.791755879,-0.78877055,-84.91666667,72
breakdown,Noun,-0.514,0.317964163,-343.6714245,0.327442717,1,38,33,-76.58333333,-1.135999821,-114500,-0.763143523,-0.719774156,-76.58333333,72
morality,Noun,-0.556,0.324034895,-344.2696386,0.329126084,0,40,32,-82.83333333,-1.252762969,-79500,-0.735290246,-0.712140301,-82.83333333,72
introduction,Noun,-0.611,0.326412324,-192.6624543,0.324439664,1,45,26,-91.16666667,-1.421385681,-24300,-0.724456789,-0.733442888,-91.16666667,72
allegiance,Noun,-0.556,0.32657222,-322.0172277,0.328703509,3,43,26,-82.83333333,-1.252762969,-71200,-0.72372964,-0.714054749,-82.83333333,72
involvement,Noun,-0.514,0.328587293,-268.0953975,0.327970152,0,37,35,-76.58333333,-1.135999821,-86000,-0.714581477,-0.717380152,-76.58333333,72
displacement,Noun,-0.528,0.330384897,-267.3526101,0.334345479,1,39,32,-78.66666667,-1.174119841,-80700,-0.706444744,-0.688595971,-78.66666667,72
mixture,Noun,-0.5,0.331438806,-243.0563159,0.342331313,1,37,34,-74.5,-1.098612289,-44500,-0.701684735,-0.65292227,-74.5,72
rate,Noun,-0.556,0.334333427,-255.0553318,0.332792338,2,42,28,-82.83333333,-1.252762969,-19100,-0.688650125,-0.695582651,-82.83333333,72
resistance,Noun,-0.458,0.340566497,-332.4723745,0.343895768,0,33,39,-68.25,-0.990398704,-68900,-0.660770739,-0.645981057,-68.25,72
commentary,Noun,-0.542,0.342983682,-230.4651884,0.33992765,3,42,27,-80.75,-1.21302264,8000,-0.650025985,-0.663616649,-80.75,72
medium,Noun,-0.444,0.347248898,-234.9375396,0.345973458,3,35,34,-66.16666667,-0.955511445,-66800,-0.631154086,-0.636785872,-66.16666667,72
presence,Noun,-0.5,0.350482927,-272.6395143,0.354177432,4,40,28,-74.5,-1.098612289,-33200,-0.616917128,-0.600726796,-74.5,72
transaction,Noun,-0.486,0.35311389,-217.4866226,0.359280954,2,37,33,-72.41666667,-1.061910922,-22200,-0.605379611,-0.578486372,-72.41666667,72
savvy,Noun,-0.417,0.354573514,-221.8122522,0.362264243,1,31,40,-62,-0.887303195,-56900,-0.598995619,-0.565550125,-62,72
correlation,Noun,-0.375,0.356362874,-302.7408514,0.356678716,1,28,43,-55.75,-0.78845736,-113400,-0.591185576,-0.589808841,-55.75,72
crisis,Noun,-0.389,0.361244089,-330.2056219,0.360422372,4,32,36,-57.83333333,-0.820980552,-82200,-0.569968518,-0.573531402,-57.83333333,72
creed,Noun,-0.472,0.36152686,-147.2401596,0.365161746,2,36,34,-70.33333333,-1.025852934,-8500,-0.568743267,-0.553029853,-70.33333333,72
draft,Noun,-0.472,0.363038594,-193.5171605,0.363991096,5,39,28,-70.33333333,-1.025852934,-24400,-0.56219992,-0.558083157,-70.33333333,72
agency,Noun,-0.431,0.363224737,-259.948919,0.358640597,6,37,29,-64.08333333,-0.921156922,-31900,-0.561395034,-0.581269226,-64.08333333,72
tour,Noun,-0.444,0.363334053,-228.3267616,0.366065244,4,36,32,-66.16666667,-0.955511445,-36800,-0.560922434,-0.549134463,-66.16666667,72
criticism,Noun,-0.444,0.364382251,-158.691324,0.365041456,5,37,30,-66.16666667,-0.955511445,-47300,-0.556393903,-0.553548786,-66.16666667,72
ambition,Noun,-0.403,0.365447535,-234.6276679,0.360249863,4,33,35,-59.91666667,-0.853920401,-56900,-0.551797244,-0.574279834,-59.91666667,72
position,Noun,-0.444,0.36594293,-162.8150829,0.37430096,6,38,28,-66.16666667,-0.955511445,-53600,-0.549661575,-0.51380931,-66.16666667,72
guidance,Noun,-0.431,0.36616817,-217.669817,0.365180731,4,35,33,-64.08333333,-0.921156922,-44300,-0.54869096,-0.552947956,-64.08333333,72
solution,Noun,-0.403,0.369428697,-261.9354684,0.371799907,5,34,33,-59.91666667,-0.853920401,-52000,-0.534668487,-0.52450291,-59.91666667,72
plural,Noun,-0.486,0.369549374,-273.6975392,0.375693161,4,39,29,-72.41666667,-1.061910922,22800,-0.534150489,-0.507869229,-72.41666667,72
outlet,Noun,-0.417,0.371914034,-230.6721182,0.372405627,4,34,34,-62,-0.887303195,-57000,-0.52401431,-0.521910398,-62,72
scenario,Noun,-0.347,0.373705672,-284.7275175,0.370084986,3,28,41,-51.58333333,-0.724563377,-90000,-0.51635192,-0.531852239,-51.58333333,72
apparatus,Noun,-0.375,0.381784638,-199.4695333,0.382716352,8,35,29,-55.75,-0.78845736,-68700,-0.481980205,-0.478034521,-55.75,72
revolution,Noun,-0.333,0.381914872,-231.4745288,0.384390508,4,28,40,-49.5,-0.693147181,-82000,-0.481428461,-0.470953837,-49.5,72
career,Noun,-0.361,0.384120397,-197.9641441,0.37989922,3,29,40,-53.66666667,-0.756326082,-39900,-0.472095456,-0.489976006,-53.66666667,72
mate,Noun,-0.389,0.385555127,-169.9492249,0.39350556,3,31,38,-57.83333333,-0.820980552,-43600,-0.46603503,-0.432600365,-57.83333333,72
outbreak,Noun,-0.347,0.387841521,-176.6077078,0.389013531,1,26,45,-51.58333333,-0.724563377,-51400,-0.456394397,-0.451460686,-51.58333333,72
reassurance,Noun,-0.319,0.388138632,-223.6749692,0.388400384,6,29,37,-47.41666667,-0.662056593,-37600,-0.455143159,-0.454041123,-47.41666667,72
miss,Noun,-0.333,0.388387218,-264.8077094,0.381687692,11,35,26,-49.5,-0.693147181,-35100,-0.454096548,-0.482390968,-49.5,72
breadth,Noun,-0.306,0.390255384,-226.019047,0.390993178,6,28,38,-45.33333333,-0.631271777,-59900,-0.446238852,-0.443139358,-45.33333333,72
supplement,Noun,-0.333,0.390779064,-161.4238119,0.395440612,7,31,34,-49.5,-0.693147181,-72800,-0.44403864,-0.424499293,-49.5,72
respite,Noun,-0.278,0.391024995,-226.275788,0.39670179,0,20,52,-41.16666667,-0.570544858,-101000,-0.443005742,-0.419226779,-41.16666667,72
tragedy,Noun,-0.292,0.391541889,-181.2667395,0.395967462,3,24,45,-43.25,-0.60077386,-64500,-0.440835566,-0.422296028,-43.25,72
distance,Noun,-0.347,0.391927063,-198.2618286,0.396141466,5,30,37,-51.58333333,-0.724563377,-50500,-0.439219078,-0.421568569,-51.58333333,72
hostility,Noun,-0.333,0.3927732,-175.7374195,0.39469428,3,27,42,-49.5,-0.693147181,-33200,-0.435670017,-0.427622161,-49.5,72
mythology,Noun,-0.417,0.393310799,-63.10737816,0.392173463,7,37,28,-62,-0.887303195,2200,-0.433416497,-0.438185291,-62,72
affair,Noun,-0.319,0.394430664,-143.7144982,0.395986142,8,31,33,-47.41666667,-0.662056593,-25600,-0.428725698,-0.422217924,-47.41666667,72
fallout,Noun,-0.319,0.395010786,-224.5163883,0.390830652,4,27,41,-47.41666667,-0.662056593,-73400,-0.426297558,-0.443821953,-47.41666667,72
weakness,Noun,-0.292,0.397762529,-209.8547924,0.401022723,4,25,43,-43.25,-0.60077386,-51600,-0.414796672,-0.40120557,-43.25,72
partnership,Noun,-0.278,0.398568129,-197.8681408,0.395261658,6,26,40,-41.16666667,-0.570544858,-77700,-0.411434816,-0.425247902,-41.16666667,72
score,Noun,-0.333,0.399792161,-143.604729,0.400981744,2,26,44,-49.5,-0.693147181,-56800,-0.40633118,-0.401376174,-49.5,72
specialist,Noun,-0.306,0.400109744,-106.1747182,0.394798811,7,29,36,-45.33333333,-0.631271777,-81800,-0.40500786,-0.42718465,-45.33333333,72
adoration,Noun,-0.278,0.400117562,-108.8214859,0.399853197,2,22,48,-41.16666667,-0.570544858,-51100,-0.40497529,-0.406076824,-41.16666667,72
slop,Noun,-0.278,0.401294415,-156.3326912,0.395837449,6,26,40,-41.16666667,-0.570544858,-62200,-0.400074605,-0.422839641,-41.16666667,72
inventory,Noun,-0.347,0.401412312,-184.1128333,0.407676847,7,32,33,-51.58333333,-0.724563377,-34000,-0.39958392,-0.373577536,-51.58333333,72
training,Noun,-0.264,0.403769467,-193.1943135,0.409581286,9,28,35,-39.08333333,-0.540567593,-60500,-0.389783304,-0.365696584,-39.08333333,72
drift,Noun,-0.292,0.403854531,-179.4546114,0.402891703,4,25,43,-43.25,-0.60077386,-35900,-0.389429971,-0.393430699,-43.25,72
intrusion,Noun,-0.264,0.404246832,-187.1858719,0.410877182,4,23,45,-39.08333333,-0.540567593,-36300,-0.387800772,-0.360340337,-39.08333333,72
zoning,Noun,-0.292,0.404294256,-137.162639,0.413738463,5,26,41,-43.25,-0.60077386,-58500,-0.387603858,-0.348531957,-43.25,72
credibility,Noun,-0.319,0.405727971,-134.2374893,0.397373242,5,28,39,-47.41666667,-0.662056593,8500,-0.381654265,-0.416422033,-47.41666667,72
carrier,Noun,-0.375,0.40624092,-190.9208343,0.406641399,6,33,33,-55.75,-0.78845736,22300,-0.379527265,-0.377867227,-55.75,72
misery,Noun,-0.319,0.406796383,-133.6159021,0.411740596,8,31,33,-47.41666667,-0.662056593,-4700,-0.377224934,-0.356774483,-47.41666667,72
disdain,Noun,-0.361,0.407372685,-92.53455433,0.411878803,5,31,36,-53.66666667,-0.756326082,20000,-0.374837275,-0.356203906,-53.66666667,72
registration,Noun,-0.292,0.408293933,-241.9598508,0.410129956,6,27,39,-43.25,-0.60077386,-68300,-0.371022664,-0.363428174,-43.25,72
question,Noun,-0.292,0.408671548,-148.1800236,0.406269276,10,31,31,-43.25,-0.60077386,-68500,-0.369459848,-0.379409709,-43.25,72
template,Noun,-0.278,0.409542775,-247.1677438,0.41513009,5,25,42,-41.16666667,-0.570544858,-25800,-0.365855841,-0.342797505,-41.16666667,72
transmission,Noun,-0.292,0.414693244,-194.0610464,0.416408238,10,31,31,-43.25,-0.60077386,-25300,-0.344597001,-0.337535582,-43.25,72
terror,Noun,-0.264,0.416157987,-100.6899073,0.415146787,7,26,39,-39.08333333,-0.540567593,-64900,-0.338565454,-0.342728738,-39.08333333,72
proposal,Noun,-0.167,0.416985447,-243.0869014,0.416924233,14,26,32,-24.5,-0.336472237,-89800,-0.335160826,-0.335412627,-24.5,72
innuendo,Noun,-0.292,0.419844733,-189.3821659,0.416622543,10,31,31,-43.25,-0.60077386,-5200,-0.323410809,-0.336653778,-43.25,72
bitterness,Noun,-0.264,0.420546285,-80.75008434,0.421890129,5,24,43,-39.08333333,-0.540567593,-44200,-0.320531244,-0.315019015,-39.08333333,72
detention,Noun,-0.236,0.424654819,-53.98938861,0.421739825,4,21,47,-34.91666667,-0.481303185,21900,-0.303693526,-0.315635301,-34.91666667,72
jest,Noun,-0.278,0.424719249,-121.4967409,0.423124673,3,23,46,-41.16666667,-0.570544858,-20200,-0.303429826,-0.309959303,-41.16666667,72
creeper,Noun,-0.208,0.426410194,-54.69736455,0.429019382,5,20,47,-30.75,-0.422856851,-41000,-0.296512738,-0.285853169,-30.75,72
oration,Noun,-0.25,0.427367007,-163.7579542,0.426767173,2,20,50,-37,-0.510825624,-42600,-0.292601864,-0.295053361,-37,72
charter,Noun,-0.194,0.432006471,-74.60294607,0.431217115,5,19,48,-28.66666667,-0.393904286,-48400,-0.27366946,-0.27688708,-28.66666667,72
cue,Noun,-0.264,0.432471647,-162.6359472,0.445729908,12,31,29,-39.08333333,-0.540567593,-1200,-0.271773942,-0.217938916,-39.08333333,72
optics,Noun,-0.194,0.432851592,-240.846131,0.433521321,8,22,42,-28.66666667,-0.393904286,-97400,-0.270226087,-0.267498467,-28.66666667,72
sexuality,Noun,-0.194,0.434345414,-120.4756903,0.438511488,9,23,40,-28.66666667,-0.393904286,-37800,-0.264143518,-0.247205305,-28.66666667,72
propulsion,Noun,-0.236,0.434458631,-26.91219474,0.428359631,7,24,41,-34.91666667,-0.481303185,-10700,-0.263682716,-0.288546966,-34.91666667,72
quadrant,Noun,-0.222,0.435291709,-96.1889224,0.43003883,10,26,36,-32.83333333,-0.451985124,-52200,-0.260292898,-0.28169273,-32.83333333,72
clip,Noun,-0.222,0.436154431,-14.15460069,0.435351909,10,26,36,-32.83333333,-0.451985124,-5100,-0.256784021,-0.260047998,-32.83333333,72
joy,Noun,-0.236,0.436240662,-23.18361736,0.43452746,12,29,31,-34.91666667,-0.481303185,-8300,-0.256433385,-0.263402595,-34.91666667,72
metamorphosis,Noun,-0.264,0.437582336,39.69311603,0.436734261,9,28,35,-39.08333333,-0.540567593,24200,-0.250979862,-0.254426609,-39.08333333,72
broadcast,Noun,-0.222,0.437587641,-96.42588957,0.434947368,15,31,26,-32.83333333,-0.451985124,-21200,-0.250958309,-0.261693849,-32.83333333,72
registry,Noun,-0.167,0.439686877,-124.1393813,0.436320662,5,17,50,-24.5,-0.336472237,-74100,-0.242432945,-0.256108105,-24.5,72
karma,Noun,-0.153,0.440557662,-260.2605943,0.450436648,15,26,31,-22.41666667,-0.307966744,-77700,-0.238899123,-0.198906616,-22.41666667,72
infestation,Noun,-0.167,0.441063563,-126.0086191,0.448476917,13,25,34,-24.5,-0.336472237,-52300,-0.236846761,-0.20682648,-24.5,72
fool,Noun,-0.153,0.44262792,-156.641925,0.44481917,7,18,47,-22.41666667,-0.307966744,-69000,-0.230503517,-0.221626042,-22.41666667,72
biology,Noun,-0.181,0.444612355,-57.28509909,0.448170259,15,28,29,-26.58333333,-0.365113813,-15900,-0.222463539,-0.208066355,-26.58333333,72
paperwork,Noun,-0.181,0.447266632,-93.37802138,0.452188941,13,26,33,-26.58333333,-0.365113813,-59800,-0.211720819,-0.191830343,-26.58333333,72
outburst,Noun,-0.153,0.448383533,-76.84711534,0.456118356,12,23,37,-22.41666667,-0.307966744,-70500,-0.20720403,-0.175979331,-22.41666667,72
cutie,Noun,-0.111,0.448987864,-152.241831,0.443099653,12,20,40,-16.16666667,-0.223143551,-43200,-0.204760976,-0.22859162,-16.16666667,72
extortion,Noun,-0.167,0.450413925,-152.5480068,0.44474245,6,18,48,-24.5,-0.336472237,-62800,-0.19899841,-0.221936709,-24.5,72
revolt,Noun,-0.111,0.451280216,-124.9405185,0.451162451,6,14,52,-16.16666667,-0.223143551,-71800,-0.19549943,-0.195975018,-16.16666667,72
phantom,Noun,-0.181,0.451557494,-68.86646036,0.444918817,7,20,45,-26.58333333,-0.365113813,-39000,-0.19437975,-0.221222546,-26.58333333,72
gadget,Noun,-0.167,0.452171201,-70.3958197,0.451616982,20,32,20,-24.5,-0.336472237,8800,-0.191901955,-0.194139543,-24.5,72
extermination,Noun,-0.111,0.452989777,-130.9252132,0.454902085,8,16,48,-16.16666667,-0.223143551,-107500,-0.188597934,-0.180883239,-16.16666667,72
odor,Noun,-0.222,0.453395052,-6.452026218,0.45193711,10,26,36,-32.83333333,-0.451985124,35300,-0.186962503,-0.192847011,-32.83333333,72
equilibrium,Noun,-0.139,0.456007126,-17.17753509,0.457503518,11,21,40,-20.33333333,-0.279584862,-41200,-0.176427713,-0.170397026,-20.33333333,72
clothing,Noun,-0.097,0.456898717,-90.24139862,0.457499485,20,27,25,-14.08333333,-0.195060583,-64300,-0.172834088,-0.170413277,-14.08333333,72
dispenser,Noun,-0.181,0.459524891,19.10119129,0.460617647,12,25,35,-26.58333333,-0.365113813,-4900,-0.162255475,-0.157856395,-26.58333333,72
rapture,Noun,-0.097,0.464297861,-148.2412897,0.465866302,12,19,41,-14.08333333,-0.195060583,36200,-0.143052006,-0.136747492,-14.08333333,72
sleeper,Noun,-0.083,0.465171244,-60.70423545,0.467388482,14,20,38,-12,-0.167054085,-30500,-0.139541008,-0.130631519,-12,72
playback,Noun,-0.153,0.465400648,-43.89257367,0.4636531,10,21,41,-22.41666667,-0.307966744,-27500,-0.138618948,-0.145644511,-22.41666667,72
sham,Noun,-0.083,0.466211934,-156.9112835,0.462344974,6,12,54,-12,-0.167054085,-66300,-0.135358554,-0.15090583,-12,72
rebel,Noun,-0.069,0.467601629,-38.67435224,0.468124054,15,20,37,-9.916666667,-0.139112802,-74700,-0.129775314,-0.127676946,-9.916666667,72
prodigy,Noun,-0.097,0.469620159,-53.2077267,0.466900811,13,20,39,-14.08333333,-0.195060583,-33800,-0.121669234,-0.132590665,-14.08333333,72
embargo,Noun,-0.111,0.469846007,4.690344906,0.473569599,10,18,44,-16.16666667,-0.223143551,-1100,-0.120762523,-0.105820241,-16.16666667,72
foreclosure,Noun,-0.111,0.471210196,-145.929138,0.467915794,7,15,50,-16.16666667,-0.223143551,2700,-0.115286738,-0.128513408,-16.16666667,72
footwork,Noun,-0.083,0.472798177,9.43281653,0.471220432,7,13,52,-12,-0.167054085,-23200,-0.108914831,-0.115245656,-12,72
delirium,Noun,-0.083,0.472902922,-15.90561786,0.473051427,14,20,38,-12,-0.167054085,-53200,-0.10849461,-0.107898852,-12,72
hatred,Noun,-0.153,0.472990732,-89.79027291,0.472462326,9,20,43,-22.41666667,-0.307966744,9000,-0.108142339,-0.110262271,-22.41666667,72
lord,Noun,-0.125,0.473571587,-14.92301907,0.468236703,15,24,33,-18.25,-0.251314428,-38700,-0.105812268,-0.127224516,-18.25,72
scorer,Noun,-0.097,0.474772331,-17.33569181,0.475282967,9,16,47,-14.08333333,-0.195060583,-14800,-0.100996438,-0.098948785,-14.08333333,72
chastity,Noun,-0.139,0.476094087,-7.499015137,0.476097001,7,17,48,-20.33333333,-0.279584862,40500,-0.095696615,-0.095684934,-20.33333333,72
adoption,Noun,-0.097,0.477015992,-1.855690276,0.480147188,11,18,43,-14.08333333,-0.195060583,11400,-0.09200087,-0.07945302,-14.08333333,72
masquerade,Noun,-0.083,0.478107558,-22.28587587,0.468656131,15,21,36,-12,-0.167054085,-41700,-0.087625793,-0.125540095,-12,72
loan,Noun,-0.111,0.480585638,-9.918740224,0.478229335,9,17,46,-16.16666667,-0.223143551,15800,-0.077696509,-0.087137754,-16.16666667,72
combustion,Noun,-0.125,0.480743855,13.87913245,0.484941764,10,19,43,-18.25,-0.251314428,2000,-0.077062694,-0.060251165,-18.25,72
informant,Noun,-0.097,0.482008733,-4.566446219,0.485602116,15,22,35,-14.08333333,-0.195060583,-15100,-0.07199615,-0.057607461,-14.08333333,72
charisma,Noun,-0.014,0.482430291,-88.61425581,0.489026191,14,15,43,-1.583333333,-0.027779564,-30400,-0.070307782,-0.043902285,-1.583333333,72
foothold,Noun,-0.042,0.485342242,-87.17628219,0.482829409,11,14,47,-5.75,-0.083381609,3400,-0.058647837,-0.068709381,-5.75,72
rainmaker,Noun,0,0.48665702,-91.98288915,0.488197879,14,14,44,0.5,0,-15400,-0.053384595,-0.047217253,0.5,72
